Accession.trimmed,Gene.Symbol
A0A2P9AJ08,A0A2P9AJ08
A0A2P9AM70,A0A2P9AM70
A0A2P9AR49,A0A2P9AR49
A0A2P9ATS4,A0A2P9ATS4
A0A2P9ATY6,A0A2P9ATY6
A0A2P9AWI1,A0A2P9AWI1
A0A2P9AIR4,A0A2P9AIR4
A0A2P9APR7,A0A2P9APR7
A0A2P9ASB5,A0A2P9ASB5
A0A2P9AUY2,A0A2P9AUY2
A0A2R8Y4E9,A0A2R8Y4E9
A0A059QXM3,A0A059QXM3
A0A075B6Z4,A0A075B6Z4
A0A096VWL6,A0A096VWL6
B7TCW9,B7TCW9
B7Z1F8,B7Z1F8
B9EGG9,B9EGG9
B9VJG1,B9VJG1
G0WVD9,G0WVD9
J7F7B9,J7F7B9
J7F8L5,J7F8L5
L8ECK6,L8ECK6
A0A068BUJ5,A0A068BUJ5
A0A075X788,A0A075X788
A0A0H5BJS0,A0A0H5BJS0
A0A120N5Z6,A0A120N5Z6
A0A125SXV8,A0A125SXV8
A2NZL5,A2NZL5
D2SSL5,D2SSL5
D3IP04,D3IP04
D3U3Q4,D3U3Q4
D3U3S3,D3U3S3
D3VVT5,D3VVT5
L8EBI5,L8EBI5
M0QZ54,M0QZ54
O00252,O00252
Q8TCU1,Q8TCU1
Q9P0B0,Q9P0B0
S0F2C7,S0F2C7
H3BPJ8,H3BPJ8
H3BQ41,H3BQ41
J3KNF6,J3KNF6
Q9GIL2,Q9GIL2
Q9UI21,Q9UI21
T1R383,T1R383
U5XI03,U5XI03
W5REC3,W5REC3
A0A0C4ZQY0,A0A0C4ZQY0
A7K6Y6,A7K6Y6
I2E4T0,I2E4T0
O19635,O19635
Q0IJ40,Q0IJ40
Q0QER2,Q0QER2
Q2UVB8,Q2UVB8
Q6UWM4,Q6UWM4
Q8N5H5,Q8N5H5
Q96B48,Q96B48
A0A059RP84,A0A059RP84
A0A060VCW6,A0A060VCW6
L8E7E7,L8E7E7
L8E8P5,L8E8P5
L8E8W2,L8E8W2
L8EC51,L8EC51
M4MDE5,M4MDE5
S4R3Q7,S4R3Q7
F2Z3J4,F2Z3J4
F4MH40,F4MH40
J3KSD8,J3KSD8
K7ERY1,K7ERY1
Q30183,Q30183
Q3LIB2,Q3LIB2
Q49U68,Q49U68
Q70CQ0,Q70CQ0
Q96T86,Q96T86
Q9BD02,Q9BD02
A0A109NRB5,A0A109NRB5
K7ELJ6,K7ELJ6
K7EMH9,K7EMH9
K7ENJ5,K7ENJ5
K7ERI5,K7ERI5
U3KQ31,U3KQ31
V9PAU0,V9PAU0
A0A1L2BMQ6,A0A1L2BMQ6
A0A1P8NQC4,A0A1P8NQC4
A0A1L1Z847,A0A1L1Z847
A0A1X9I3X6,A0A1X9I3X6
A0A1V0E3T1,A0A1V0E3T1
A0A1U9X9A5,A0A1U9X9A5
A0A1V0MD25,A0A1V0MD25
A0A2P9ABC9,A0A2P9ABC9
A0A2P9ABN2,A0A2P9ABN2
A0A2P9ARE3,A0A2P9ARE3
B2R674,B2R674
B2Y7I6,B2Y7I6
B3KQL0,B3KQL0
B3KV28,B3KV28
B3KWB1,B3KWB1
B3KWN9,B3KWN9
B3KX38,B3KX38
B3VRH0,B3VRH0
B4DEJ3,B4DEJ3
B4DEL8,B4DEL8
B4DJX5,B4DJX5
B4DXQ3,B4DXQ3
B4DXT9,B4DXT9
B4DXV1,B4DXV1
G8GIF3,G8GIF3
I6ME00,I6ME00
O43383,O43383
Q59F85,Q59F85
Q8WWH9,Q8WWH9
Q96T11,Q96T11
S4TZG5,S4TZG5
B3KP02,B3KP02
C6GKH2,C6GKH2
D3HIE0,D3HIE0
D9IWM8,D9IWM8
D9U3H4,D9U3H4
D9UB12,D9UB12
E3SGB6,E3SGB6
G8GB38,G8GB38
Q2MGY0,Q2MGY0
Q59F63,Q59F63
V5JAA9,V5JAA9
V5NPP2,V5NPP2
W8JJB1,W8JJB1
A0A0H4LVE7,A0A0H4LVE7
A0A1A9C8V4,A0A1A9C8V4
A2A3E7,A2A3E7
A4ZLL7,A4ZLL7
B6ECH5,B6ECH5
B7Z3D7,B7Z3D7
B7Z3H5,B7Z3H5
D6C6D1,D6C6D1
D6RA93,D6RA93
D6RAZ3,D6RAZ3
D6RC70,D6RC70
D6RDH5,D6RDH5
D6REC2,D6REC2
D6REC3,D6REC3
D6RF27,D6RF27
D6RF69,D6RF69
D6RF96,D6RF96
D6RIE9,D6RIE9
D7NSS0,D7NSS0
D7SFE9,D7SFE9
F6KRN3,F6KRN3
F8RHH1,F8RHH1
F8SXX7,F8SXX7
F8T7W7,F8T7W7
F8W7P9,F8W7P9
F8W9A4,F8W9A4
F8WAQ6,F8WAQ6
Q05C42,Q05C42
Q67AT7,Q67AT7
Q68D38,Q68D38
V5LDU7,V5LDU7
A0A090N8I5,A0A090N8I5
B0QYW5,B0QYW5
B2D0I6,B2D0I6
B4DG30,B4DG30
F8WAT7,F8WAT7
B4DV53,B4DV53
B5ATU8,B5ATU8
B5BUI8,B5BUI8
B5MBY7,B5MBY7
B5MCI0,B5MCI0
B5MCU6,B5MCU6
F6U0I4,F6U0I4
G3CIH7,G3CIH7
G9HR99,G9HR99
J3KQS5,J3KQS5
J3KSB4,J3KSB4
K7P5T5,K7P5T5
M9P9C2,M9P9C2
M9PAG3,M9PAG3
A0A096LP51,A0A096LP51
A0A096LPH7,A0A096LPH7
J3QQW9,J3QQW9
J3QS96,J3QS96
J3QSE0,J3QSE0
J3QSG3,J3QSG3
A0A0C4DG45,A0A0C4DG45
A0A0C4DGW5,A0A0C4DGW5
A0A0D9SEX1,A0A0D9SEX1
A0A0U1RRI0,A0A0U1RRI0
A0A0E3DCR4,A0A0E3DCR4
A0A0E3DD56,A0A0E3DD56
A0A0E3DDJ6,A0A0E3DDJ6
A0A0E3DDN3,A0A0E3DDN3
A0A141AZ63,A0A141AZ63
A0A141AZA7,A0A141AZA7
A0A141AZL6,A0A141AZL6
A0A0F6RA79,A0A0F6RA79
A0A0G2R0R1,A0A0G2R0R1
A0A0U4DJH2,A0A0U4DJH2
A0A0K0KR64,A0A0K0KR64
A0A0K0KRX2,A0A0K0KRX2
A0A1S6GL18,A0A1S6GL18
A0A1S6N085,A0A1S6N085
A0A1W2PRC7,A0A1W2PRC7
A0A1X9I4X3,A0A1X9I4X3
A0A1X7SBT4,A0A1X7SBT4
A0A223G183,A0A223G183
A0A2P9AEM4,A0A2P9AEM4
A0A2P9AIX2,A0A2P9AIX2
A0A2P9AJ53,A0A2P9AJ53
A0A2P9AD47,A0A2P9AD47
A0A2P9AMT6,A0A2P9AMT6
A0A2P9AN32,A0A2P9AN32
A0A2P9AND7,A0A2P9AND7
A0A2P9ASG3,A0A2P9ASG3
A0A2P9AU49,A0A2P9AU49
A0A2P9AU69,A0A2P9AU69
A0A2P9AUN8,A0A2P9AUN8
E7EVG9,E7EVG9
A0A1B0GUJ3,A0A1B0GUJ3
A0A1B0GUP6,A0A1B0GUP6
A0A1B0GVM8,A0A1B0GVM8
A0A1B0GVQ9,A0A1B0GVQ9
E7EPF2,E7EPF2
F2VNQ8,F2VNQ8
F2VNV9,F2VNV9
Q15670,Q15670
Q8TBK0,Q8TBK0
Q96IL1,Q96IL1
Q9TPR5,Q9TPR5
A0A096WNG4,A0A096WNG4
A0A0A7C787,A0A0A7C787
D4HP92,D4HP92
D6ML18,D6ML18
H7C065,H7C065
H7C1H9,H7C1H9
H7C1X0,H7C1X0
H7C1Y3,H7C1Y3
H7C471,H7C471
H7C500,H7C500
U5YER8,U5YER8
A0A0A7C7L2,A0A0A7C7L2
A0A1B0GTL7,A0A1B0GTL7
A0A1B0GWJ3,A0A1B0GWJ3
B3KN47,B3KN47
B3KTS7,B3KTS7
B3KUR0,B3KUR0
B4DNC5,B4DNC5
B4DNU9,B4DNU9
B4DPU8,B4DPU8
B4DUL5,B4DUL5
C9JD37,C9JD37
C9JFA7,C9JFA7
C9JHQ4,C9JHQ4
C9JI22,C9JI22
C9JY10,C9JY10
D5FWE0,D5FWE0
D5L9A8,D5L9A8
D5M8C3,D5M8C3
H9BSP5,H9BSP5
H9C875,H9C875
Q29667,Q29667
Q6PCE2,Q6PCE2
Q6QRP2,Q6QRP2
B4DIM5,B4DIM5
B4DW48,B4DW48
C9E1D7,C9E1D7
C9J278,C9J278
C9J6A7,C9J6A7
C9J9M5,C9J9M5
C9JPE5,C9JPE5
C9JQW5,C9JQW5
D5FHZ1,D5FHZ1
D5L9A4,D5L9A4
D5M8B3,D5M8B3
F4MHQ1,F4MHQ1
F4NC18,F4NC18
F4NC30,F4NC30
F4YTF5,F4YTF5
F5GXK2,F5GXK2
H8WV67,H8WV67
V9H1C5,V9H1C5
A0A024R5H3,A0A024R5H3
A0A0A7C9M9,A0A0A7C9M9
A0A186VNE0,A0A186VNE0
A8YQE8,A8YQE8
B7Z4R9,B7Z4R9
B7Z6E5,B7Z6E5
B9EIL0,B9EIL0
E5RHH3,E5RHH3
E9PIH3,E9PIH3
E9PJ00,E9PJ00
E9PMK8,E9PMK8
E9PP57,E9PP57
E9PPA5,E9PPA5
E9PPD1,E9PPD1
E9PQM6,E9PQM6
G0ZDX8,G0ZDX8
G1EP96,G1EP96
G3V511,G3V511
Q7Z4G2,Q7Z4G2
Q7Z509,Q7Z509
Q7Z5A2,Q7Z5A2
Q7Z5W8,Q7Z5W8
Q8IXG2,Q8IXG2
Q96CD4,Q96CD4
Q99480,Q99480
A0A024QZG5,A0A024QZG5
A0A024RDT2,A0A024RDT2
A0A0A7C594,A0A0A7C594
A0A0A7C6E5,A0A0A7C6E5
A0A0A7C7G4,A0A0A7C7G4
A0A0A7C9E5,A0A0A7C9E5
E9PIU6,E9PIU6
E9PQN5,E9PQN5
G3V2D5,G3V2D5
G3V2V3,G3V2V3
G3V505,G3V505
Q9H378,Q9H378
X6RCV0,X6RCV0
B1PZ15,B1PZ15
B7Z3Q1,B7Z3Q1
B7Z4K3,B7Z4K3
B7ZAX0,B7ZAX0
E0YTG5,E0YTG5
H0Y539,H0Y539
H0YCI6,H0YCI6
P78512,P78512
Q8WYT5,Q8WYT5
Q95IE6,Q95IE6
Q9P1F4,Q9P1F4
A0A0R4QFZ3,A0A0R4QFZ3
A0A0S2Z414,A0A0S2Z414
A0A0S2Z605,A0A0S2Z605
A0A126LB01,A0A126LB01
A0A127AYS6,A0A127AYS6
A0A0J9YVV1,A0A0J9YVV1
A0A0K0PU93,A0A0K0PU93
A0A0N7A727,A0A0N7A727
A0A0N9QYZ0,A0A0N9QYZ0
A0A291FGD9,A0A291FGD9
A0A2H4G3Y8,A0A2H4G3Y8
A0A2H4QGB6,A0A2H4QGB6
A0A2H5CP65,A0A2H5CP65
A0A2H4FZX8,A0A2H4FZX8
A0A2H4G051,A0A2H4G051
A0A2I4PZ24,A0A2I4PZ24
B3KM58,B3KM58
B3KP75,B3KP75
B3KPZ0,B3KPZ0
B3KRC4,B3KRC4
B3KRI9,B3KRI9
B3VCG0,B3VCG0
B4DK83,B4DK83
B4DKI3,B4DKI3
B4DQQ2,B4DQQ2
B4DSV2,B4DSV2
B4DT71,B4DT71
B4DYS9,B4DYS9
B4E3H1,B4E3H1
C6GLV5,C6GLV5
I6M556,I6M556
Q567R6,Q567R6
Q59EH4,Q59EH4
Q59FU6,Q59FU6
Q59HC1,Q59HC1
Q9BZI2,Q9BZI2
S4TZL1,S4TZL1
C6K4E0,C6K4E0
D6RAD5,D6RAD5
G1UK11,G1UK11
Q05B41,Q05B41
V5LL61,V5LL61
D6MJC5,D6MJC5
D6QY05,D6QY05
D6R9I0,D6R9I0
D6RAZ2,D6RAZ2
D6RD67,D6RD67
D6RFG7,D6RFG7
D6RID7,D6RID7
D6RJ95,D6RJ95
F8LFM9,F8LFM9
F8LFS3,F8LFS3
F8R0Z9,F8R0Z9
F8R1D2,F8R1D2
F8RHF6,F8RHF6
F8SY65,F8SY65
F8T958,F8T958
F8WBM2,F8WBM2
F8WC87,F8WC87
F8WCU2,F8WCU2
F8WE74,F8WE74
F8WEG6,F8WEG6
F8WEP0,F8WEP0
F8WEP2,F8WEP2
J7K1B3,J7K1B3
J9PVP1,J9PVP1
Q5M8S8,Q5M8S8
Q6IPM4,Q6IPM4
A0A023QXG8,A0A023QXG8
B4DIZ6,B4DIZ6
F6IQU5,F6IQU5
F8LFS2,F8LFS2
G3D6C0,G3D6C0
I6NS60,I6NS60
J3KS37,J3KS37
J3QQX3,J3QQX3
J3QR58,J3QR58
J9PVC3,J9PVC3
K0A060,K0A060
M9P8I5,M9P8I5
B2R7T6,B2R7T6
B2RAH2,B2RAH2
B2RBZ0,B2RBZ0
B5BU58,B5BU58
J3QS00,J3QS00
B4DFT9,B4DFT9
B4E3L8,B4E3L8
F5GZS4,F5GZS4
F5H891,F5H891
A0A0A0MS63,A0A0A0MS63
A0A0A0MTH3,A0A0A0MTH3
B2KX86,B2KX86
B2R7Y3,B2R7Y3
B2RE38,B2RE38
B2RE64,B2RE64
B4DR38,B4DR38
F1CZ00,F1CZ00
F4NBR1,F4NBR1
F5A552,F5A552
F5GZ97,F5GZ97
F5H076,F5H076
F5H622,F5H622
F5H6H0,F5H6H0
F5H6Q4,F5H6Q4
U3KQB5,U3KQB5
A0A059RU04,A0A059RU04
A8D9Z7,A8D9Z7
A8K5C3,A8K5C3
C7FF12,C7FF12
C9J4I1,C9J4I1
C9JQM0,C9JQM0
G9LKL0,G9LKL0
I4BZJ7,I4BZJ7
Q53TE4,Q53TE4
U3KPY1,U3KPY1
U3KQ41,U3KQ41
U3PYN1,U3PYN1
A8K2R5,A8K2R5
A8K6H1,A8K6H1
A8K7W3,A8K7W3
A8MU21,A8MU21
A8MX39,A8MX39
E3SWM9,E3SWM9
E5RGP1,E5RGP1
F6KRR6,F6KRR6
H0Y8V9,H0Y8V9
H0YAD3,H0YAD3
H0YG71,H0YG71
I3L133,I3L133
I3L336,I3L336
I6RGV7,I6RGV7
I7H542,I7H542
Q14709,Q14709
Q2N1H9,Q2N1H9
Q53T34,Q53T34
Q59HE8,Q59HE8
Q5QPU8,Q5QPU8
Q5SBJ6,Q5SBJ6
Q708J1,Q708J1
Q8N1Z7,Q8N1Z7
Q96AR0,Q96AR0
Q96JD2,Q96JD2
Q9H4M8,Q9H4M8
Q9UHU9,Q9UHU9
Q9UKJ6,Q9UKJ6
A0A087X128,A0A087X128
E2DHA4,E2DHA4
H0Y4T9,H0Y4T9
H0Y7G5,H0Y7G5
H0YA69,H0YA69
H0YDS1,H0YDS1
H0YDW9,H0YDW9
H0YF96,H0YF96
H0YFZ8,H0YFZ8
H0YGT0,H0YGT0
H0YNC8,H0YNC8
Q659E6,Q659E6
Q8N7V6,Q8N7V6
R4GMN5,R4GMN5
X5D2U0,X5D2U0
X5DR74,X5DR74
X5DRG1,X5DRG1
A0A087WU50,A0A087WU50
A0A087WYJ6,A0A087WYJ6
A0A087WZT4,A0A087WZT4
C1KBK0,C1KBK0
C1KJK8,C1KJK8
D7GN23,D7GN23
D7NP12,D7NP12
E5FWK8,E5FWK8
E5RJN1,E5RJN1
H9PLI6,H9PLI6
Q8TAQ1,Q8TAQ1
V9H0H1,V9H0H1
A0A0A7C6G3,A0A0A7C6G3
A0A0A7C8D7,A0A0A7C8D7
D3VVQ5,D3VVQ5
D3YLL3,D3YLL3
D3YN68,D3YN68
D5FHH9,D5FHH9
K9MSY5,K9MSY5
P79502,P79502
Q0PKG6,Q0PKG6
A0A0A7C6H3,A0A0A7C6H3
C8CHB8,C8CHB8
H7C0K3,H7C0K3
M9P9R6,M9P9R6
Q2VU69,Q2VU69
Q6NSX7,Q6NSX7
Q6NZX3,Q6NZX3
Q8NAY2,Q8NAY2
Q96BL1,Q96BL1
A0A140T9T0,A0A140T9T0
A0A1C4HD03,A0A1C4HD03
A0A1C8DT38,A0A1C8DT38
A0A1C8DVB5,A0A1C8DVB5
A0A1D8MAS0,A0A1D8MAS0
A0A2K4Z9T8,A0A2K4Z9T8
A0A2P9APZ3,A0A2P9APZ3
B1ANM0,B1ANM0
B4DMR4,B4DMR4
J3KQC0,J3KQC0
J3QKP0,J3QKP0
J3QLB9,J3QLB9
J3QLG1,J3QLG1
J3QLP4,J3QLP4
M9P9G5,M9P9G5
M9P9Y3,M9P9Y3
Q5JRJ2,Q5JRJ2
A0A090N8Z3,A0A090N8Z3
A0A096LNL6,A0A096LNL6
E7ERH1,E7ERH1
J3QLT8,J3QLT8
Q562R8,Q562R8
Q8WZ56,Q8WZ56
X5D2V7,X5D2V7
A0A0A7C908,A0A0A7C908
A0A1B0GTK7,A0A1B0GTK7
A0A1B0GU39,A0A1B0GU39
A0A1B0GUE6,A0A1B0GUE6
A4D2M2,A4D2M2
E7E3U7,E7E3U7
E7ETE2,E7ETE2
E7ETU9,E7ETU9
E7EUJ0,E7EUJ0
E7EWK7,E7EWK7
H7C1J6,H7C1J6
H7C5Z0,H7C5Z0
Q0VGA0,Q0VGA0
Q29676,Q29676
Q30179,Q30179
Q4G1B2,Q4G1B2
Q53HU7,Q53HU7
Q8WXL9,Q8WXL9
Q96HN0,Q96HN0
Q96SY8,Q96SY8
Q9Y3Z5,Q9Y3Z5
U5YEF5,U5YEF5
A0A0A7C5D5,A0A0A7C5D5
A0A0A7C6P7,A0A0A7C6P7
A0A0A7C7B3,A0A0A7C7B3
D4HPK9,D4HPK9
F2VND5,F2VND5
F2VNU7,F2VNU7
F2XI64,F2XI64
H7C4M1,H7C4M1
O15313,O15313
A0A186VN15,A0A186VN15
B3KMW3,B3KMW3
B4DPC6,B4DPC6
B4DTV1,B4DTV1
B4DUK3,B4DUK3
B4DUQ1,B4DUQ1
B4E0R5,B4E0R5
B4E0W9,B4E0W9
B4E1C1,B4E1C1
C9JRH1,C9JRH1
C9JUK8,C9JUK8
C9JZ60,C9JZ60
F5H6Y8,F5H6Y8
H9BNV3,H9BNV3
H9C5J3,H9C5J3
Q14071,Q14071
A0A089G5M8,A0A089G5M8
C9J0J1,C9J0J1
C9J9Y4,C9J9Y4
C9JA64,C9JA64
C9JDB4,C9JDB4
C9JIR6,C9JIR6
C9JPE3,C9JPE3
C9JS50,C9JS50
D5FHF9,D5FHF9
D5FHM6,D5FHM6
D6ML90,D6ML90
H8WV92,H8WV92
Q5QPB1,Q5QPB1
Q5SZC6,Q5SZC6
Q7Z2V4,Q7Z2V4
Q7Z516,Q7Z516
A0A024RD68,A0A024RD68
A0A0A7C4Z8,A0A0A7C4Z8
A0A0A7C6U9,A0A0A7C6U9
B7Z598,B7Z598
B7ZM15,B7ZM15
B8XZ47,B8XZ47
B8YIA4,B8YIA4
E9PF32,E9PF32
E9PJ68,E9PJ68
E9PJH9,E9PJH9
E9PL41,E9PL41
E9PLZ8,E9PLZ8
E9PM84,E9PM84
E9PMN3,E9PMN3
E9PNM8,E9PNM8
E9PR02,E9PR02
G1END0,G1END0
G1EP41,G1EP41
G1EPK5,G1EPK5
G1EQE2,G1EQE2
Q16846,Q16846
Q3LSM8,Q3LSM8
Q8IX86,Q8IX86
A0A0A7C8F6,A0A0A7C8F6
A0A0A7C8V4,A0A0A7C8V4
E0WBU4,E0WBU4
E1CJT3,E1CJT3
E1U684,E1U684
G3V2K8,G3V2K8
G3V5Y3,G3V5Y3
Q3B7J4,Q3B7J4
Q9P0C5,Q9P0C5
X6RBG4,X6RBG4
A0A059RS19,A0A059RS19
A0A075C751,A0A075C751
A0A087WXT8,A0A087WXT8
A0A087X1Q2,A0A087X1Q2
F8VRJ2,F8VRJ2
F8VVW8,F8VVW8
F8VW93,F8VW93
F8W0Q4,F8W0Q4
Q6FGE5,Q6FGE5
Q6ZNH1,Q6ZNH1
Q6ZNI4,Q6ZNI4
Q6ZQP9,Q6ZQP9
Q6ZUW4,Q6ZUW4
Q6ZVI0,Q6ZVI0
Q6ZW23,Q6ZW23
A0A059QJJ8,A0A059QJJ8
A0A059RNJ2,A0A059RNJ2
B7Z980,B7Z980
L8ECB1,L8ECB1
M0QYK3,M0QYK3
W1ICT8,W1ICT8
A0A075X8C1,A0A075X8C1
B7Z1M5,B7Z1M5
B7Z809,B7Z809
B7Z8M4,B7Z8M4
B7Z9K4,B7Z9K4
D3JV34,D3JV34
D3U3K0,D3U3K0
D3U3M7,D3U3M7
E5RHE0,E5RHE0
G0X8R7,G0X8R7
J7HR25,J7HR25
Q2HPP7,Q2HPP7
R9Y487,R9Y487
A0A120GWD6,A0A120GWD6
A0A173GQ20,A0A173GQ20
A2JNH0,A2JNH0
B5TKC1,B5TKC1
D2DKK6,D2DKK6
D2DL40,D2DL40
M0QZM1,M0QZM1
M0QZN4,M0QZN4
M0R0U5,M0R0U5
M0R104,M0R104
M0R1I1,M0R1I1
O95940,O95940
Q16046,Q16046
Q8NDU6,Q8NDU6
S0BE05,S0BE05
S4R3C1,S4R3C1
T2HLH6,T2HLH6
U5IS30,U5IS30
U5QB77,U5QB77
A0A096ZG20,A0A096ZG20
H3BMC7,H3BMC7
H3BMR6,H3BMR6
I0BW52,I0BW52
J3KN16,J3KN16
Q76N52,Q76N52
Q8HWR7,Q8HWR7
T1WER2,T1WER2
U5QEV1,U5QEV1
U6EFS3,U6EFS3
W6AWA2,W6AWA2
A4IF34,A4IF34
A6ZIU2,A6ZIU2
C0M123,C0M123
I2GAD7,I2GAD7
Q6VMP0,Q6VMP0
A0A060VCZ0,A0A060VCZ0
L8E7M5,L8E7M5
M0QZ68,M0QZ68
M0QZJ6,M0QZJ6
A0A1L2BM15,A0A1L2BM15
A0A1X9I3R4,A0A1X9I3R4
A0A1U9X928,A0A1U9X928
A0A1U9X934,A0A1U9X934
A0A1X9I4I3,A0A1X9I4I3
A0A2P9AST0,A0A2P9AST0
A0A2P9AAY6,A0A2P9AAY6
A0A2P9AAA8,A0A2P9AAA8
A0A2P9ATR1,A0A2P9ATR1
A0A2P9AVE6,A0A2P9AVE6
A0A2P9ABG5,A0A2P9ABG5
A0A2P9AF86,A0A2P9AF86
A0A2P9AG23,A0A2P9AG23
A0A2P9ASH0,A0A2P9ASH0
A0A2P9AUI7,A0A2P9AUI7
A2NWW6,A2NWW6
B7Z4H8,B7Z4H8
B7Z610,B7Z610
B7Z6F1,B7Z6F1
B7Z9Y8,B7Z9Y8
B7ZAU7,B7ZAU7
Q12845,Q12845
Q29634,Q29634
Q5UGI6,Q5UGI6
Q9UDZ8,Q9UDZ8
Q9UG55,Q9UG55
A0A0A7UX25,A0A0A7UX25
C5IZW6,C5IZW6
G5D804,G5D804
H0YBE5,H0YBE5
H0YBP9,H0YBP9
H0YCG4,H0YCG4
H0YH86,H0YH86
H2BDR6,H2BDR6
A0A059RNS3,A0A059RNS3
A0A060VCZ2,A0A060VCZ2
A0A0A0MSP6,A0A0A0MSP6
B2KNJ6,B2KNJ6
B2R7B1,B2R7B1
B2RBE9,B2RBE9
E9LY33,E9LY33
F1SW66,F1SW66
F4MHL8,F4MHL8
F4NBV5,F4NBV5
F4YUA8,F4YUA8
F4ZUV0,F4ZUV0
F5H2C2,F5H2C2
F5H2I2,F5H2I2
F5H710,F5H710
L0R6H3,L0R6H3
U3KPU0,U3KPU0
U3KQT8,U3KQT8
C7B3M4,C7B3M4
C7FDV1,C7FDV1
A7UNZ7,A7UNZ7
A8K2U2,A8K2U2
A8K455,A8K455
A8K6X2,A8K6X2
A8K910,A8K910
A8KAI3,A8KAI3
E3UPB1,E3UPB1
E5RFM3,E5RFM3
F5AVF0,F5AVF0
F5GYQ1,F5GYQ1
F6IQX2,F6IQX2
F6KS19,F6KS19
I3L0P6,I3L0P6
I3L126,I3L126
I3L3P5,I3L3P5
I3L4U8,I3L4U8
I3RW89,I3RW89
Q2KJU5,Q2KJU5
Q5QP59,Q5QP59
Q5Y065,Q5Y065
Q6IEV0,Q6IEV0
Q95IZ9,Q95IZ9
Q95J03,Q95J03
X5D3F9,X5D3F9
A0A182ATZ1,A0A182ATZ1
B1AKR2,B1AKR2
D8L392,D8L392
H0YDQ1,H0YDQ1
H0YFX3,H0YFX3
H0YG35,H0YG35
H0YJY9,H0YJY9
Q548H6,Q548H6
Q8WY95,Q8WY95
Q9HBD8,Q9HBD8
S5SA44,S5SA44
S6CPV5,S6CPV5
X5D2R8,X5D2R8
X5DP12,X5DP12
A0A087WV57,A0A087WV57
A0A087WZM5,A0A087WZM5
A0A087X094,A0A087X094
A2MZT1,A2MZT1
D7NNR3,D7NNR3
D7R0V5,D7R0V5
E5RJS1,E5RJS1
E5RJZ7,E5RJZ7
L8E7U2,L8E7U2
M0QY14,M0QY14
M1FXE6,M1FXE6
M1FXF4,M1FXF4
O19703,O19703
Q49U43,Q49U43
Q96L61,Q96L61
Q96PA3,Q96PA3
Q9BTS9,Q9BTS9
Q9Y5N3,Q9Y5N3
Q3LAG4,Q3LAG4
Q59FC4,Q59FC4
Q6ICM2,Q6ICM2
U5YJJ1,U5YJJ1
U5YLY3,U5YLY3
C0KLR4,C0KLR4
E5E147,E5E147
F2Z2F7,F2Z2F7
F2Z2K5,F2Z2K5
H3BPD2,H3BPD2
H3BPV6,H3BPV6
H3BSP0,H3BSP0
J3KSV5,J3KSV5
K7EIF2,K7EIF2
K7EIN3,K7EIN3
K7EK26,K7EK26
K7EKG5,K7EKG5
K7ELG0,K7ELG0
K7EMI9,K7EMI9
K7EQ50,K7EQ50
K7ERX8,K7ERX8
K7ESN3,K7ESN3
O78071,O78071
Q15423,Q15423
Q1KT12,Q1KT12
Q30059,Q30059
Q3KQR5,Q3KQR5
Q6ZS40,Q6ZS40
Q9GJ10,Q9GJ10
A0A109VDS5,A0A109VDS5
K7ELB7,K7ELB7
K7ENG6,K7ENG6
K7EPA1,K7EPA1
K7EPW8,K7EPW8
L0R3K3,L0R3K3
A0A0D5CBD4,A0A0D5CBD4
A0A0E3DC94,A0A0E3DC94
A0A0E3DCH6,A0A0E3DCH6
A0A0E3DD25,A0A0E3DD25
A0A0E3DDB5,A0A0E3DDB5
A0A141AZH9,A0A141AZH9
A0A141ZSC5,A0A141ZSC5
A0A142FK43,A0A142FK43
A0A0G2JNW2,A0A0G2JNW2
A0A1S6NMV4,A0A1S6NMV4
A0A1W2PPS1,A0A1W2PPS1
A0A1W2PQP7,A0A1W2PQP7
A0A1X7C0J1,A0A1X7C0J1
A0A218N9T4,A0A218N9T4
B2R7T8,B2R7T8
B3KP47,B3KP47
B4DJ36,B4DJ36
B4DS41,B4DS41
Q14368,Q14368
Q8NI76,Q8NI76
B3KRI8,B3KRI8
B3KSP6,B3KSP6
B4DJ44,B4DJ44
B4DKI8,B4DKI8
B4DL66,B4DL66
B4DL74,B4DL74
B4DLT0,B4DLT0
B4DQQ6,B4DQQ6
B4DT52,B4DT52
B4DTF5,B4DTF5
G1EN26,G1EN26
G1ENJ3,G1ENJ3
G1EPA9,G1EPA9
G1JZ13,G1JZ13
Q49AJ4,Q49AJ4
Q4J698,Q4J698
Q59GS2,Q59GS2
Q9NSY5,Q9NSY5
A0A0H4LVS7,A0A0H4LVS7
A0A0H4LX10,A0A0H4LX10
D2Y3F6,D2Y3F6
D6RB96,D6RB96
D6RGI5,D6RGI5
D6RHH6,D6RHH6
F8W9B3,F8W9B3
F8WB62,F8WB62
F8WE12,F8WE12
Q05BL0,Q05BL0
Q05C97,Q05C97
Q05GI3,Q05GI3
Q68Y91,Q68Y91
V5LDS6,V5LDS6
A0A023Q488,A0A023Q488
B1VK50,B1VK50
B2RU22,B2RU22
D6ML47,D6ML47
D6R9R7,D6R9R7
D6RC00,D6RC00
D6RC63,D6RC63
D6RF15,D6RF15
D6RH30,D6RH30
D6RJC0,D6RJC0
F6KRR0,F6KRR0
F8R156,F8R156
F8R8I6,F8R8I6
F8RHM8,F8RHM8
F8WDB7,F8WDB7
F8WEH6,F8WEH6
